	Microbiome	Metabolite	Correlation	P_value	Site
1345	Oral_Actinomyces	Propazine	-0.325698652	0.002352223	Oral
1744	Skin_Dermabacter	Propazine	-0.334516222	0.001870415	Skin
900	Gut_Victivallis	Propionylcarnitine	0.310268679	0.006029195	Gut
2174	Skin_Unclassified_Pasteurellaceae	Propionylcarnitine	0.306562248	0.004565091	Skin
2175	Skin_Pseudomonas	Propionylcarnitine	-0.305963349	0.004649018	Skin
2176	Skin_Unclassified_Aurantimonadaceae	Propionylcarnitine	-0.306359757	0.004593316	Skin
1725	Skin_Halomonas	Protocatechuic acid	-0.311118311	0.00396949	Skin
1613	Oral_Leptotrichia	Prunetin	0.332030487	0.001906519	Oral
1614	Oral_Tannerella	Prunetin	0.340687903	0.001420266	Oral
2188	Skin_Micrococcus	Prunetin	0.309871418	0.004125188	Skin
2790	Nasal_Unclassified_Alphaproteobacteria	Prunetin	0.311484373	0.003924786	Nasal
2791	Nasal_Fusobacterium	Prunetin	-0.300212615	0.005527387	Nasal
2792	Nasal_Pseudomonas	Prunetin	0.312281057	0.003829041	Nasal
2793	Nasal_Nakamurella	Prunetin	0.310674402	0.00402431	Nasal
1846	Skin_Faecalibacterium	Pseudobaptigenin	-0.309446188	0.004179517	Skin
1847	Skin_Ruminococcus2	Pseudobaptigenin	-0.331045166	0.002099105	Skin
1848	Skin_Unclassified_Actinobacteria	Pseudobaptigenin	-0.301933786	0.005250237	Skin
768	Gut_Unclassified_Bacteroidales	Pseudoephedrine	0.316630738	0.00502307	Gut
769	Gut_Fusicatenibacter	Pseudoephedrine	-0.303485988	0.007293911	Gut
2694	Nasal_Noviherbaspirillum	Pseudoephedrine	-0.313256184	0.003714689	Nasal
808	Gut_Anaerotignum	p-Toluenesulfonic acid	-0.307324255	0.006552259	Gut
2088	Skin_Dermabacter	p-Toluenesulfonic acid	-0.307959441	0.00437451	Skin
2089	Skin_Unclassified_Micrococcales	p-Toluenesulfonic acid	-0.362247455	0.000708976	Skin
2714	Nasal_Peptoniphilus	p-Toluenesulfonic acid	-0.362316493	0.000707187	Nasal
2715	Nasal_Finegoldia	p-Toluenesulfonic acid	-0.312758493	0.003772666	Nasal
2716	Nasal_Fusobacterium	p-Toluenesulfonic acid	0.307704769	0.004408711	Nasal
1869	Skin_Aggregatibacter	Pyridine	-0.301873038	0.005259805	Skin
2709	Nasal_Mogibacterium	Pyridoxal	0.354726686	0.000930391	Nasal
2086	Skin_Massilia	Pyridoxamine	-0.315824643	0.003427937	Skin
2871	Nasal_Pseudomonas	Pyrocatechol	0.308656475	0.004282105	Nasal
1194	Gut_Unclassified_Firmicutes	Pyrocatechol sulfate	0.393212051	0.000403747	Gut
1195	Gut_Erysipelatoclostridium	Pyrocatechol sulfate	-0.374809401	0.000783766	Gut
2284	Skin_Massilia	Pyrocatechol sulfate	0.331436671	0.002072108	Skin
2929	Nasal_Klebsiella	Pyrocatechol sulfate	0.331132935	0.002093025	Nasal
31	Gut_Faecalibacterium	Pyroglutamic acid	0.313817761	0.005447961	Gut
32	Gut_Sutterella	Pyroglutamic acid	-0.310349587	0.006015358	Gut
33	Gut_Barnesiella	Pyroglutamic acid	-0.358273306	0.001377472	Gut
34	Gut_Lacrimispora	Pyroglutamic acid	-0.433356118	8.26E-05	Gut
35	Gut_Negativibacillus	Pyroglutamic acid	-0.341894947	0.002339836	Gut
36	Gut_Fournierella	Pyroglutamic acid	-0.361401756	0.001240899	Gut
270	Gut_Anaerofilum	Pyroglutamic acid	0.320786587	0.004449027	Gut
729	Gut_Lactococcus	Pyroglutamic acid	-0.305012783	0.00699049	Gut
730	Gut_Lawsonibacter	Pyroglutamic acid	-0.331142542	0.003264006	Gut
1318	Oral_Unclassified_Bacteroidales	Pyroglutamic acid	0.377193668	0.000373035	Oral
1518	Oral_Unclassified_Selenomonadaceae	Pyroglutamic acid	0.356869259	0.00080065	Oral
1519	Oral_Selenomonas	Pyroglutamic acid	0.347371507	0.001124967	Oral
1520	Oral_Unclassified_Prevotellaceae	Pyroglutamic acid	0.393787345	0.000192526	Oral
1825	Skin_Unclassified_Candidatus_Saccharibacteria	Pyroglutamic acid	0.32692113	0.00240333	Skin
2051	Skin_Leuconostoc	Pyroglutamic acid	0.321183772	0.002892428	Skin
2052	Skin_Unclassified_Micrococcales	Pyroglutamic acid	0.375146174	0.000437948	Skin
2348	Nasal_Cardiobacterium	Pyroglutamic acid	0.306724242	0.004542623	Nasal
2870	Nasal_Lawsonella	Pyruvic acid	-0.330484965	0.002138285	Nasal
1197	Gut_Lawsonibacter	Quinic acid	0.392344498	0.000416935	Gut
1198	Gut_Intestinimonas	Quinic acid	0.364740523	0.001108763	Gut
1679	Oral_Campylobacter	Quinic acid	0.345202267	0.001214053	Oral
2285	Skin_Cutibacterium	Quinic acid	0.358307178	0.000818143	Skin
39	Gut_Oscillibacter	Quinoline	0.341053683	0.002402588	Gut
40	Gut_Unclassified_Clostridiales	Quinoline	0.310373837	0.006011216	Gut
41	Gut_Unclassified_Ruminococcaceae	Quinoline	0.342736211	0.002278559	Gut
42	Gut_Butyrivibrio	Quinoline	0.361874967	0.001221343	Gut
257	Gut_Unclassified_Clostridiales	Rescinnamine	0.303564856	0.007277958	Gut
258	Gut_Phocea	Rescinnamine	0.310873337	0.005926461	Gut
609	Gut_Butyrivibrio	Reserpine	0.310531574	0.005984336	Gut
610	Gut_Mogibacterium	Reserpine	0.303643725	0.007262036	Gut
1452	Oral_Lautropia	Reserpine	0.354934532	0.000858815	Oral
1018	Gut_Parabacteroides	Riboflavin	0.307087649	0.006595977	Gut
1019	Gut_Neglecta	Riboflavin	0.315421421	0.005201997	Gut
1020	Gut_Intestinimonas	Riboflavin	0.302592145	0.007476866	Gut
1021	Gut_Phocea	Riboflavin	0.351359167	0.001728633	Gut
1242	Gut_Holdemanella	Ribothymidine	-0.319890636	0.004567607	Gut
2973	Nasal_Pedobacter	Ribothymidine	0.307475017	0.004439769	Nasal
1706	Oral_Unclassified_Bacteroidetes	Roquefortine	0.322591362	0.002603494	Oral
135	Gut_Dysosmobacter	Saccharopine	0.304721594	0.007047486	Gut
136	Gut_Hydrogeniiclostridium	Saccharopine	0.325490299	0.003870214	Gut
137	Gut_Lactonifactor	Saccharopine	0.300042063	0.008021173	Gut
1749	Skin_Flavobacterium	Saccharopine	0.361376741	0.000731887	Skin
1026	Gut_Frisingicoccus	S-Adenosylmethionine	0.327383143	0.003656886	Gut
2856	Nasal_Actinomyces	S-Adenosylmethionine	0.320675917	0.002939748	Nasal
152	Gut_Phocaeicola	Sakuranetin	-0.343971818	0.002191168	Gut
153	Gut_Alistipes	Sakuranetin	0.350938535	0.001752395	Gut
154	Gut_Oscillibacter	Sakuranetin	0.461512172	2.39E-05	Gut
155	Gut_Roseburia	Sakuranetin	-0.374125874	0.000802725	Gut
156	Gut_Unclassified_Ruminococcaceae	Sakuranetin	0.408959462	0.000221815	Gut
157	Gut_Dysosmobacter	Sakuranetin	0.357142857	0.001430069	Gut
158	Gut_Neglecta	Sakuranetin	0.367132867	0.001022069	Gut
159	Gut_Odoribacter	Sakuranetin	0.372154162	0.000859774	Gut
160	Gut_Eisenbergiella	Sakuranetin	0.319049372	0.004681493	Gut
161	Gut_Beduinibacterium	Sakuranetin	0.333587465	0.003029161	Gut
162	Gut_Negativibacillus	Sakuranetin	0.362111573	0.00121167	Gut
163	Gut_Intestinimonas	Sakuranetin	0.3685525	0.000973577	Gut
164	Gut_Ihubacter	Sakuranetin	0.374309901	0.00079758	Gut
165	Gut_Unclassified_Clostridiales_Incertae_Sedis_XIII	Sakuranetin	0.340396446	0.002452658	Gut
166	Gut_Frisingicoccus	Sakuranetin	0.358851675	0.001351243	Gut
167	Gut_Catabacter	Sakuranetin	0.354592776	0.001555437	Gut
168	Gut_Unclassified_Eggerthellaceae	Sakuranetin	0.305115937	0.006970397	Gut
169	Gut_Holdemania	Sakuranetin	0.368605079	0.000971822	Gut
170	Gut_Harryflintia	Sakuranetin	0.332892981	0.003094283	Gut
2412	Nasal_Lancefieldella	Sakuranetin	0.339203904	0.001597235	Nasal
275	Gut_Fusicatenibacter	Salicylamide	0.304695305	0.007052652	Gut
276	Gut_Desulfonispora	Salicylamide	-0.316578159	0.005030735	Gut
1390	Oral_Oribacterium	Salicylamide	0.345573578	0.001198364	Oral
1826	Skin_Methylobacterium	Salicylamide	-0.34465093	0.001325435	Skin
25	Gut_Mediterraneibacter	Salicylic acid	-0.331957516	0.003183979	Gut
1317	Oral_Haemophilus	Salicylic acid	-0.305511042	0.004465123	Oral
1330	Oral_Abiotrophia	Salicyluric acid	-0.318780535	0.00294439	Oral
1406	Oral_Unclassified_Lachnospiraceae	Salicyluric acid	0.335294118	0.001707906	Oral
1684	Oral_Kingella	Salicyluric acid	0.316436957	0.003173386	Oral
1833	Skin_Hymenobacter	Salicyluric acid	0.302795904	0.005116103	Skin
2495	Nasal_Paracoccus	Salicyluric acid	-0.31222031	0.003836267	Nasal
61	Gut_Clostridium_XVIII	S-Allylcysteine	-0.317235396	0.004935668	Gut
62	Gut_Haemophilus	S-Allylcysteine	-0.344697044	0.002141288	Gut
63	Gut_Duodenibacillus	S-Allylcysteine	0.316172749	0.005090181	Gut
64	Gut_Unclassified_Candidatus_Saccharibacteria	S-Allylcysteine	-0.321099953	0.004408203	Gut
1726	Skin_Brucella	S-Allylcysteine	0.300629243	0.005459137	Skin
1727	Skin_Kocuria	S-Allylcysteine	-0.326374405	0.002446503	Skin
1728	Skin_Curvibacter	S-Allylcysteine	0.305327049	0.004739686	Skin
2361	Nasal_Agathobacter	S-Allylcysteine	-0.399690186	0.000165484	Nasal
2362	Nasal_Unclassified_Lachnospiraceae	S-Allylcysteine	-0.357024977	0.000856838	Nasal
2363	Nasal_Akkermansia	S-Allylcysteine	-0.310917393	0.003994219	Nasal
2364	Nasal_Anaerostipes	S-Allylcysteine	-0.373912867	0.000458989	Nasal
2365	Nasal_Subdoligranulum	S-Allylcysteine	-0.36031366	0.000760773	Nasal
2366	Nasal_Roseburia	S-Allylcysteine	-0.303425164	0.005020127	Nasal
2367	Nasal_Paraprevotella	S-Allylcysteine	-0.41147526	0.000100887	Nasal
2368	Nasal_Faecalibacillus	S-Allylcysteine	-0.402302342	0.000148527	Nasal
2369	Nasal_Unclassified_Ruminococcaceae	S-Allylcysteine	-0.337423686	0.001696419	Nasal
2370	Nasal_Blautia	S-Allylcysteine	-0.366481386	0.000606614	Nasal
2371	Nasal_Fusicatenibacter	S-Allylcysteine	-0.338150947	0.001655247	Nasal
2372	Nasal_Ruminococcus2	S-Allylcysteine	-0.449543885	1.79E-05	Nasal
2373	Nasal_Coprococcus	S-Allylcysteine	-0.36638014	0.000608895	Nasal
2374	Nasal_Romboutsia	S-Allylcysteine	-0.332462615	0.002002838	Nasal
2375	Nasal_Mediterraneibacter	S-Allylcysteine	-0.357499026	0.000842342	Nasal
2376	Nasal_Dorea	S-Allylcysteine	-0.333677571	0.001923509	Nasal
2377	Nasal_Dialister	S-Allylcysteine	-0.356253702	0.00088091	Nasal
2378	Nasal_Holdemanella	S-Allylcysteine	-0.373576863	0.00046488	Nasal
2379	Nasal_Ralstonia	S-Allylcysteine	-0.329242981	0.002227506	Nasal
2380	Nasal_Kocuria	S-Allylcysteine	-0.357843261	0.000831956	Nasal
2381	Nasal_Enhydrobacter	S-Allylcysteine	-0.330537261	0.0021346	Nasal
2382	Nasal_Bergeyella	S-Allylcysteine	0.358280432	0.000818934	Nasal
2383	Nasal_Unclassified_Family_I	S-Allylcysteine	-0.344753921	0.001320726	Nasal
80	Gut_Parabacteroides	Sebacic acid	-0.345890951	0.002061391	Gut
411	Gut_Phocaeicola	Sebacic acid	-0.33122141	0.003256184	Gut
412	Gut_Oscillibacter	Sebacic acid	0.331957516	0.003183979	Gut
413	Gut_Unclassified_Clostridiales	Sebacic acid	0.306667017	0.006674332	Gut
414	Gut_Neglecta	Sebacic acid	0.322098954	0.004280268	Gut
415	Gut_Intestinimonas	Sebacic acid	0.366160156	0.001056548	Gut
416	Gut_Acutalibacter	Sebacic acid	0.322913928	0.004178354	Gut
1327	Oral_Solobacterium	Sebacic acid	0.341938636	0.001360172	Oral
1328	Oral_Catonella	Sebacic acid	0.341997264	0.001357413	Oral
1329	Oral_Eubacterium	Sebacic acid	0.370646863	0.000479697	Oral
1407	Oral_Tessaracoccus	Sebacic acid	-0.349268855	0.001051956	Oral
1836	Skin_Unclassified_Micrococcales	Sebacic acid	-0.320058318	0.002998227	Skin
2496	Nasal_Streptococcus	Sebacic acid	0.326961628	0.002400159	Nasal
1315	Oral_Oribacterium	Senecioic acid	-0.366894665	0.000552761	Oral
1713	Skin_Pelomonas	Senecioic acid	0.357335223	0.000847326	Skin
1714	Skin_Bradyrhizobium	Senecioic acid	0.328743546	0.002264319	Skin
691	Gut_Agathobacter	Serine	-0.368473632	0.000976216	Gut
692	Gut_Blautia	Serine	-0.424917188	0.000117214	Gut
693	Gut_Frisingicoccus	Serine	-0.309848047	0.006101586	Gut
1063	Gut_Agathobacter	Serine	-0.411614701	0.000199918	Gut
1064	Gut_Anaerostipes	Serine	-0.339896945	0.002491335	Gut
1065	Gut_Blautia	Serine	-0.362873968	0.001180972	Gut
1066	Gut_Anaerobutyricum	Serine	-0.410247647	0.00021093	Gut
1556	Oral_Cardiobacterium	Serotonin	0.326030877	0.002326692	Oral
1227	Gut_Faecalibacterium	Sinapyl alcohol	-0.328934224	0.003489952	Gut
1228	Gut_Parasutterella	Sinapyl alcohol	-0.339765498	0.002501604	Gut
1229	Gut_Anaerofilum	Sinapyl alcohol	0.304066355	0.007177237	Gut
1385	Oral_Tannerella	SM(d18:1/14:0)	0.360816885	0.000692954	Oral
797	Gut_Akkermansia	S-Methyl-L-methioninate	-0.332982807	0.003085791	Gut
1547	Oral_Eubacterium	S-Methyl-L-methioninate	0.402384209	0.000134774	Oral
1423	Oral_Schaalia	Sotalol	-0.305042017	0.004529793	Oral
1424	Oral_Aggregatibacter	Sotalol	0.305002931	0.00453522	Oral
1442	Oral_Actinomyces	Sphingosine 1-phosphate	-0.317998827	0.003019071	Oral
1437	Oral_Tannerella	Sphingosine 1-phosphate (d16:1-P)	0.317021692	0.003114806	Oral
2528	Nasal_Pedobacter	Sphingosine 1-phosphate (d16:1-P)	0.357996942	0.000827357	Nasal
1429	Oral_Granulicatella	Stearic acid	-0.333163963	0.001835296	Oral
1850	Skin_Corynebacterium	Stearic acid	0.324086261	0.002634847	Skin
1081	Gut_Raoultibacter	Succinic acid	0.324727904	0.00395922	Gut
2252	Skin_Pseudomonas	Succinic acid	0.32973575	0.002191714	Skin
1300	Gut_Prevotella	Sucrose	0.320915926	0.004432137	Gut
1301	Gut_Streptococcus	Sucrose	0.333797781	0.003009683	Gut
1302	Gut_Akkermansia	Sucrose	0.344497608	0.002154902	Gut
1303	Gut_Unclassified_Erysipelotrichaceae	Sucrose	0.34123771	0.002388734	Gut
1304	Gut_Dysosmobacter	Sucrose	0.363741522	0.001146897	Gut
1305	Gut_Negativibacillus	Sucrose	0.315631737	0.00517048	Gut
1306	Gut_Bilophila	Sucrose	0.461932804	2.35E-05	Gut
1307	Gut_Desulfovibrio	Sucrose	0.361877346	0.001221246	Gut
1308	Gut_Colidextribacter	Sucrose	0.393185762	0.000404141	Gut
1702	Oral_Bosea	Sucrose	0.301722706	0.005011773	Oral
2998	Nasal_Faecalibacterium	Sucrose	0.309570817	0.004163528	Nasal
2999	Nasal_Lancefieldella	Sucrose	0.322852703	0.002741693	Nasal
138	Gut_Desulfovibrio	Sulfamethazine	0.344618175	0.002146663	Gut
1350	Oral_Aggregatibacter	Sulfamethazine	0.307387141	0.004214577	Oral
2977	Nasal_Tumebacillus	Sulfamonomethoxine	0.398829592	0.000171451	Nasal
2978	Nasal_Cardiobacterium	Sulfamonomethoxine	0.307432963	0.004445475	Nasal
2979	Nasal_Nocardioides	Sulfamonomethoxine	0.372424546	0.000485611	Nasal
2980	Nasal_Pedobacter	Sulfamonomethoxine	0.364790572	0.000645753	Nasal
1289	Gut_Phascolarctobacterium	Sulisobenzone	0.371917556	0.000866862	Gut
1290	Gut_Phocea	Sulisobenzone	0.305562858	0.006883927	Gut
1698	Oral_Oribacterium	Sulisobenzone	-0.328024233	0.002178666	Oral
1699	Oral_Catonella	Sulisobenzone	-0.394391245	0.000187822	Oral
2988	Nasal_Corynebacterium	Sulisobenzone	0.309547433	0.004166524	Nasal
2761	Nasal_Pedobacter	Symmetric dimethylarginine	0.382974415	0.000323727	Nasal
2346	Skin_Dolosigranulum	Taurochenodesoxycholic acid	0.359918801	0.000771765	Skin
246	Gut_Odoribacter	Taurocholic acid	-0.317182817	0.004943215	Gut
564	Gut_Anaerotignum	Tetracosapentaenoic acid (24:5n-6)	0.321441716	0.004364059	Gut
495	Gut_Oscillibacter	Tetradecanedioic acid	0.363636364	0.001150979	Gut
496	Gut_Unclassified_Ruminococcaceae	Tetradecanedioic acid	0.403412377	0.000274845	Gut
497	Gut_Unclassified_Eggerthellaceae	Tetradecanedioic acid	0.402991745	0.000279307	Gut
1426	Oral_Stomatobaculum	Tetradecanedioic acid	0.358452218	0.000755756	Oral
608	Gut_Fusicatenibacter	Tetrahydroaldosterone-3-glucuronide	0.338635049	0.002591492	Gut
1439	Oral_Unclassified_Peptostreptococcaceae	Tetrahydrocortisol	-0.303587569	0.004735666	Oral
1440	Oral_Aminipila	Tetrahydrocortisol	-0.327410237	0.002223331	Oral
1864	Skin_Halomonas	Tetrahydrocortisol	-0.342443771	0.001430073	Skin
1719	Skin_Unclassified_Erythrobacteraceae	Tetramethylpyrazine	-0.303475787	0.005012475	Skin
1720	Skin_Intrasporangium	Tetramethylpyrazine	-0.41038777	0.000105682	Skin
1721	Skin_Brachybacterium	Tetramethylpyrazine	-0.305416624	0.004726828	Skin
1722	Skin_Luteimonas	Tetramethylpyrazine	0.346765212	0.001231754	Skin
2352	Nasal_Unclassified_Streptophyta	Tetramethylpyrazine	0.302905741	0.005099234	Nasal
2353	Nasal_Enterococcus	Tetramethylpyrazine	-0.320189937	0.002985677	Nasal
2354	Nasal_Unclassified_Chitinophagaceae	Tetramethylpyrazine	-0.356071459	0.000886687	Nasal
85	Gut_Unclassified_Ruminococcaceae	Thiabendazole	0.333009096	0.003083309	Gut
86	Gut_Anaerotignum	Thiabendazole	-0.362873968	0.001180972	Gut
1333	Oral_Lachnoanaerobaculum	Thiabendazole	0.321594684	0.002689048	Oral
1334	Oral_Stomatobaculum	Thiabendazole	0.312898183	0.003549421	Oral
1730	Skin_Cutibacterium	Thiabendazole	0.33534474	0.001819263	Skin
1731	Skin_Corynebacterium	Thiabendazole	-0.306753063	0.004538636	Skin
737	Gut_Parabacteroides	Thiazolidine-4-carboxylic acid	-0.318839056	0.004710355	Gut
738	Gut_Holdemania	Thiazolidine-4-carboxylic acid	-0.3580367	0.001388333	Gut
1129	Gut_Agathobaculum	Threonic acid	-0.300988485	0.007815235	Gut
1130	Gut_Bilophila	Threonic acid	-0.34804669	0.001923886	Gut
1131	Gut_Unclassified_Candidatus_Saccharibacteria	Threonic acid	-0.361848678	0.001222422	Gut
1132	Gut_Coprobacillus	Threonic acid	-0.301989471	0.007602489	Gut
1397	Oral_Aggregatibacter	Thymol	0.316552668	0.003161716	Oral
2479	Nasal_Corynebacterium	Thyroxine	0.308372988	0.004319475	Nasal
783	Gut_Ruminococcus	Tolazoline	-0.304353541	0.007120112	Gut
784	Gut_Ihubacter	Tolazoline	-0.30969031	0.00612893	Gut
1541	Oral_Oribacterium	Tolazoline	0.302071526	0.004959066	Oral
279	Gut_Coprobacter	trans-2-Octenoic acid	-0.303827751	0.007225004	Gut
1137	Gut_Parabacteroides	trans-Cinnamic acid	-0.33072191	0.003306009	Gut
1138	Gut_Lachnospira	trans-Cinnamic acid	0.310873337	0.005926461	Gut
1139	Gut_Lacrimispora	trans-Cinnamic acid	-0.308901625	0.006267278	Gut
1663	Oral_Veillonella	trans-Cinnamic acid	-0.356830174	0.000801789	Oral
739	Gut_Fusicatenibacter	Tranylcypromine	-0.315105947	0.005249592	Gut
740	Gut_Phocea	Tranylcypromine	-0.302381829	0.007520496	Gut
456	Gut_Blautia	Traumatic acid	-0.322230401	0.004263682	Gut
1743	Skin_Anaerococcus	Triacetin	0.357233978	0.000850419	Skin
1618	Oral_Haemophilus	Tributyl Phosphate	-0.327222982	0.002237116	Oral
2795	Nasal_Dolosigranulum	Tributyl Phosphate	0.305397921	0.00472951	Nasal
562	Gut_Oscillibacter	Tricosanoic acid	-0.318129239	0.004808934	Gut
563	Gut_Unclassified_Ruminococcaceae	Tricosanoic acid	-0.353882959	0.001592055	Gut
1438	Oral_Dialister	Tricosanoic acid	-0.335724057	0.001683184	Oral
2529	Nasal_Lancefieldella	Tricosanoic acid	-0.341866669	0.001458637	Nasal
434	Gut_Unclassified_Peptococcaceae_1	Tridecanoic acid	-0.319748145	0.004586722	Gut
1535	Oral_Unclassified_Clostridia	Triethanolamine	0.305590705	0.00445422	Oral
2695	Nasal_Veillonella	Triethanolamine	-0.312281057	0.003829041	Nasal
745	Gut_Unclassified_Clostridia	Trigonelline	0.310362732	0.006013113	Gut
1353	Oral_Lautropia	Trihexyphenidyl	-0.373930037	0.000423138	Oral
435	Gut_Anaerostipes	Undecanedioic acid	-0.464824649	2.05E-05	Gut
436	Gut_Unclassified_Ruminococcaceae	Undecanedioic acid	0.305247384	0.006944866	Gut
2498	Nasal_Acinetobacter	Undecanedioic acid	-0.300516351	0.005477557	Nasal
203	Gut_Akkermansia	Undecanoylcarnitine	0.346600768	0.002015169	Gut
204	Gut_Anaeromassilibacillus	Undecanoylcarnitine	0.309821757	0.006106136	Gut
205	Gut_Porphyromonas	Undecanoylcarnitine	0.300622408	0.007894335	Gut
206	Gut_Intestinimonas	Undecanoylcarnitine	0.302671013	0.007460563	Gut
207	Gut_Raoultibacter	Undecanoylcarnitine	0.326068668	0.003803884	Gut
208	Gut_Unclassified_Clostridiales_Incertae_Sedis_XIII	Undecanoylcarnitine	0.357432042	0.001416444	Gut
209	Gut_Desulfovibrio	Undecanoylcarnitine	0.350809393	0.00175975	Gut
326	Gut_Parabacteroides	Undecylenic acid	-0.317182817	0.004943215	Gut
1832	Skin_Leptotrichia	Undecylenic acid	-0.331537916	0.002065177	Skin
2490	Nasal_Leptotrichia	Undecylenic acid	0.30507239	0.004776411	Nasal
1072	Gut_Anaerobutyricum	Uracil	0.402676271	0.000282697	Gut
2882	Nasal_Peptoniphilus	Uracil	-0.304586413	0.004847197	Nasal
2883	Nasal_Finegoldia	Uracil	-0.350189077	0.001092708	Nasal
2884	Nasal_Ottowia	Uracil	0.309498378	0.004172815	Nasal
802	Gut_Cuneatibacter	Uric acid	0.322782481	0.004194645	Gut
1548	Oral_Veillonella	Uric acid	0.385792457	0.000265942	Oral
2710	Nasal_Veillonella	Uric acid	0.310559887	0.004038561	Nasal
2711	Nasal_Actinomyces	Uric acid	0.323703167	0.002667622	Nasal
2712	Nasal_Lancefieldella	Uric acid	0.314327804	0.003592545	Nasal
94	Gut_Parabacteroides	Uridine	-0.374993428	0.000778732	Gut
95	Gut_Akkermansia	Uridine	-0.30493191	0.007006279	Gut
1240	Gut_Phascolarctobacterium	Uridine	0.3527788	0.001650563	Gut
2318	Skin_Herbaspirillum	Uridine	-0.342796396	0.001412869	Skin
2319	Skin_Aeribacillus	Uridine	-0.321627628	0.002851632	Skin
2390	Nasal_Brochothrix	Uridine	0.309722686	0.004144119	Nasal
2391	Nasal_Amniculibacterium	Uridine	0.301460985	0.005325114	Nasal
2392	Nasal_Arachnia	Uridine	0.34615112	0.001258325	Nasal
2969	Nasal_Duganella	Uridine	-0.318278002	0.003172673	Nasal
2970	Nasal_Bergeyella	Uridine	-0.306330934	0.004597346	Nasal
2971	Nasal_Lysobacter	Uridine	-0.32277334	0.002748698	Nasal
1284	Gut_Sutterella	Uridine 5'-monophosphate	0.303987486	0.007192995	Gut
1285	Gut_Unclassified_Proteobacteria	Uridine 5'-monophosphate	0.315526579	0.005186217	Gut
1286	Gut_Haemophilus	Uridine 5'-monophosphate	0.313162582	0.005551373	Gut
1287	Gut_Catabacter	Uridine 5'-monophosphate	-0.305668016	0.006863719	Gut
1288	Gut_Unclassified_Peptococcaceae_1	Uridine 5'-monophosphate	-0.420240419	0.000141775	Gut
1696	Oral_Stomatobaculum	Uridine 5'-monophosphate	-0.314754739	0.003347451	Oral
1697	Oral_Alloscardovia	Uridine 5'-monophosphate	-0.300978606	0.005125871	Oral
2320	Skin_Gardnerella	Uridine 5'-monophosphate	0.312869864	0.003759623	Skin
2321	Skin_Faecalibacterium	Uridine 5'-monophosphate	0.305821606	0.004669081	Skin
2322	Skin_Roseburia	Uridine 5'-monophosphate	0.307920501	0.004379724	Skin
2323	Skin_Ruminococcus2	Uridine 5'-monophosphate	0.331936134	0.00203812	Skin
2324	Skin_Alistipes	Uridine 5'-monophosphate	0.315513977	0.003461536	Skin
2325	Skin_Mobiluncus	Uridine 5'-monophosphate	-0.316121455	0.003396108	Skin
2326	Skin_Unclassified_Microbacteriaceae	Uridine 5'-monophosphate	0.348548894	0.001157434	Skin
